n_sequences,	cluster_id,	query_id,	%_identity,	alignment_length,	mismatches,	gap_opens,	evalue,	bit_score,	subject_titles
#	BLASTN	2.9.0+
#	Query:	polished-10-106.fasta
#	Database:	/mnt/d/parasite_18S/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	20	hits	found
polished-10-106.fasta	98.901	182	2	0	4.26e-88	326	D64072.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Spirometra;	s__erinaceieuropaei	D64072.1
polished-6-773.fasta	98.837	172	1	1	5.16e-82	305	AB277824.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Pseudoterranova;	s__decipiens	AB277824.1
polished-6-773.fasta	98.837	172	1	1	5.16e-82	305	AB277823.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__pegreffii	AB277823.1
polished-6-773.fasta	98.837	172	1	1	5.16e-82	305	AB277822.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	AB277822.1
polished-6-773.fasta	98.256	172	2	1	2.40e-80	300	HM067977.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Spirocercidae;	g__Streptopharagus;	s__sp.	JSL-2010	HM067977.1
polished-6-773.fasta	98.256	172	2	1	2.40e-80	300	GU245692.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Ascarididae;	g__Krefftascaris;	s__sharpiloi	GU245692.1
polished-6-773.fasta	98.256	172	2	1	2.40e-80	300	EF180059.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Toxocaridae;	g__Toxocara;	s__cati	EF180059.1
polished-6-773.fasta	98.256	172	2	1	2.40e-80	300	AF115571.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Raphidascarididae;	g__Hysterothylacium;	s__auctum	AF115571.1
polished-6-773.fasta	98.256	172	2	1	2.40e-80	300	AB277826.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Raphidascarididae;	g__Hysterothylacium;	s__aduncum	AB277826.1
polished-6-773.fasta	97.674	172	3	1	1.12e-78	294	GPS_020161272.1	k__Metazoa;	p__Chordata;	c__Actinopteri;	o__Cyprinodontiformes;	f__Fundulidae;	g__Fundulus;	s__heteroclitus	GPS_020161272.1
polished-6-773.fasta	97.674	172	3	1	1.12e-78	294	EU740575.1	k__Eukaryota;	p__Eukaryota;	c__Eukaryota;	o__Eukaryota;	f__Eukaryota;	g__uncultured;	s__eukaryote	EU740575.1
#	BLASTN	2.9.0+
#	Query:	polished-6-82004.fasta
#	Database:	/mnt/d/parasite_18S/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	20	hits	found
polished-6-82004.fasta	98.667	150	2	0	2.12e-70	267	AB749447.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB749447.1
polished-6-82004.fasta	98.667	150	2	0	2.12e-70	267	AB749446.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB749446.1
polished-6-82004.fasta	98.667	150	2	0	2.12e-70	267	AB720830.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB720830.1
polished-6-82004.fasta	98.667	150	2	0	2.12e-70	267	AB485592.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB485592.1
polished-6-82004.fasta	98.667	150	2	0	2.12e-70	267	AB426549.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	AB426549.1
polished-6-82004.fasta	98.667	150	2	0	2.12e-70	267	AB282661.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__dispar	AB282661.1
polished-6-82004.fasta	98.667	150	2	0	2.12e-70	267	AB282658.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	AB282658.1
polished-6-82004.fasta	98.667	150	2	0	2.12e-70	267	AB282657.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB282657.1
polished-6-82004.fasta	99.281	139	1	0	5.93e-66	252	GQ423749.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	GQ423749.1
polished-6-82004.fasta	99.281	139	1	0	5.93e-66	252	GQ423748.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	GQ423748.1
polished-6-82004.fasta	99.206	126	1	0	1.00e-58	228	FR686356.2	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	FR686356.2
polished-6-82004.fasta	90.000	150	14	1	3.65e-48	193	FR686358.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL3	FR686358.1
polished-6-82004.fasta	90.000	150	14	1	3.65e-48	193	FN666252.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666252.1
polished-6-82004.fasta	89.333	150	15	1	1.70e-46	187	FN666250.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666250.1
polished-6-82004.fasta	90.845	142	7	5	6.11e-46	185	FR686451.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL4	FR686451.1
polished-6-82004.fasta	89.865	148	10	5	6.11e-46	185	FR686377.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__hartmanni	FR686377.1
polished-6-82004.fasta	88.667	150	16	1	7.90e-45	182	FN666253.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	CS-2010	FN666253.1
polished-6-82004.fasta	88.667	150	16	1	7.90e-45	182	FN666251.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666251.1
polished-6-82004.fasta	88.667	150	16	1	7.90e-45	182	FN666249.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666249.1
polished-6-82004.fasta	88.667	150	16	1	7.90e-45	182	FN666248.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666248.1
#	BLASTN	2.9.0+
#	Query:	polished-6-82472.fasta
#	Database:	/mnt/d/parasite_18S/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	20	hits	found
polished-6-82472.fasta	97.351	151	2	1	4.52e-67	255	AB749447.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB749447.1
polished-6-82472.fasta	97.351	151	2	1	4.52e-67	255	AB749446.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB749446.1
polished-6-82472.fasta	97.351	151	2	1	4.52e-67	255	AB720830.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB720830.1
polished-6-82472.fasta	97.351	151	2	1	4.52e-67	255	AB485592.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB485592.1
polished-6-82472.fasta	97.351	151	2	1	4.52e-67	255	AB426549.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	AB426549.1
polished-6-82472.fasta	97.351	151	2	1	4.52e-67	255	AB282661.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__dispar	AB282661.1
polished-6-82472.fasta	97.351	151	2	1	4.52e-67	255	AB282658.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	AB282658.1
polished-6-82472.fasta	97.351	151	2	1	4.52e-67	255	AB282657.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB282657.1
polished-6-82472.fasta	97.857	140	1	1	1.26e-62	241	GQ423749.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	GQ423749.1
polished-6-82472.fasta	97.857	140	1	1	1.26e-62	241	GQ423748.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	GQ423748.1
polished-6-82472.fasta	97.638	127	1	1	2.13e-55	217	FR686356.2	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	FR686356.2
polished-6-82472.fasta	88.742	151	14	2	7.77e-45	182	FR686358.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL3	FR686358.1
polished-6-82472.fasta	88.742	151	14	2	7.77e-45	182	FN666252.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666252.1
polished-6-82472.fasta	88.591	149	11	5	3.62e-43	176	FR686380.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__hartmanni	FR686380.1
polished-6-82472.fasta	88.591	149	11	5	3.62e-43	176	FR686379.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__hartmanni	FR686379.1
polished-6-82472.fasta	88.591	149	11	5	3.62e-43	176	FR686375.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__hartmanni	FR686375.1
polished-6-82472.fasta	88.591	149	11	5	3.62e-43	176	FR686374.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__hartmanni	FR686374.1
polished-6-82472.fasta	88.079	151	15	2	3.62e-43	176	FN666250.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666250.1
polished-6-82472.fasta	89.510	143	7	6	1.30e-42	174	FR686451.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL4	FR686451.1
polished-6-82472.fasta	88.591	149	10	6	1.30e-42	174	FR686377.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__hartmanni	FR686377.1
#	BLASTN	2.9.0+
#	Query:	polished-6-82482.fasta
#	Database:	/mnt/d/parasite_18S/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	20	hits	found
polished-6-82482.fasta	98.667	150	1	1	7.56e-70	265	AB749447.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB749447.1
polished-6-82482.fasta	98.667	150	1	1	7.56e-70	265	AB749446.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB749446.1
polished-6-82482.fasta	98.667	150	1	1	7.56e-70	265	AB720830.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB720830.1
polished-6-82482.fasta	98.667	150	1	1	7.56e-70	265	AB485592.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB485592.1
polished-6-82482.fasta	98.667	150	1	1	7.56e-70	265	AB426549.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	AB426549.1
polished-6-82482.fasta	98.667	150	1	1	7.56e-70	265	AB282661.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__dispar	AB282661.1
polished-6-82482.fasta	98.667	150	1	1	7.56e-70	265	AB282658.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	AB282658.1
polished-6-82482.fasta	98.667	150	1	1	7.56e-70	265	AB282657.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB282657.1
polished-6-82482.fasta	99.281	139	0	1	2.12e-65	250	GQ423749.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	GQ423749.1
polished-6-82482.fasta	99.281	139	0	1	2.12e-65	250	GQ423748.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	GQ423748.1
polished-6-82482.fasta	99.206	126	0	1	3.57e-58	226	FR686356.2	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	FR686356.2
polished-6-82482.fasta	90.667	150	12	2	7.78e-50	198	FR686358.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL3	FR686358.1
polished-6-82482.fasta	90.667	150	12	2	7.78e-50	198	FN666252.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666252.1
polished-6-82482.fasta	90.000	150	13	2	3.62e-48	193	FN666250.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666250.1
polished-6-82482.fasta	89.333	150	14	2	1.68e-46	187	FN666253.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	CS-2010	FN666253.1
polished-6-82482.fasta	89.333	150	14	2	1.68e-46	187	FN666251.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666251.1
polished-6-82482.fasta	89.333	150	14	2	1.68e-46	187	FN666249.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666249.1
polished-6-82482.fasta	89.333	150	14	2	1.68e-46	187	FN666248.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666248.1
polished-6-82482.fasta	89.865	148	10	5	6.06e-46	185	FR686380.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__hartmanni	FR686380.1
polished-6-82482.fasta	89.865	148	10	5	6.06e-46	185	FR686379.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__hartmanni	FR686379.1
#	BLASTN	2.9.0+
#	Query:	polished-6-830.fasta
#	Database:	/mnt/d/parasite_18S/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	20	hits	found
polished-6-830.fasta	97.110	173	4	1	1.46e-77	291	JX237370.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	JX237370.1
polished-6-830.fasta	97.110	173	4	1	1.46e-77	291	HF911524.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__typica	HF911524.1
polished-6-830.fasta	97.110	173	4	1	1.46e-77	291	HE997159.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__pegreffii	HE997159.1
polished-6-830.fasta	97.110	173	4	1	1.46e-77	291	HE997158.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__pegreffii	HE997158.1
polished-6-830.fasta	97.110	173	4	1	1.46e-77	291	GQ472928.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	GQ472928.1
polished-6-830.fasta	97.110	173	4	1	1.46e-77	291	GQ472926.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	GQ472926.1
polished-6-830.fasta	97.110	173	4	1	1.46e-77	291	GQ472924.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	GQ472924.1
polished-6-830.fasta	97.110	173	4	1	1.46e-77	291	AF411202.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	AF411202.1
polished-6-830.fasta	97.110	173	4	1	1.46e-77	291	AB908161.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Cosmocercidae;	g__Cosmocercoides;	s__tonkinensis	AB908161.1
polished-6-830.fasta	97.110	173	4	1	1.46e-77	291	AB908160.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Cosmocercidae;	g__Cosmocercoides;	s__tonkinensis	AB908160.1
polished-6-830.fasta	97.110	173	4	1	1.46e-77	291	AB277824.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Pseudoterranova;	s__decipiens	AB277824.1
polished-6-830.fasta	97.110	173	4	1	1.46e-77	291	AB277823.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__pegreffii	AB277823.1
polished-6-830.fasta	97.110	173	4	1	1.46e-77	291	AB277822.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	AB277822.1
polished-6-830.fasta	96.532	173	5	1	6.77e-76	285	HM067977.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Spirocercidae;	g__Streptopharagus;	s__sp.	JSL-2010	HM067977.1
polished-6-830.fasta	96.532	173	5	1	6.77e-76	285	GU245692.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Ascarididae;	g__Krefftascaris;	s__sharpiloi	GU245692.1
polished-6-830.fasta	96.532	173	5	1	6.77e-76	285	EF180059.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Toxocaridae;	g__Toxocara;	s__cati	EF180059.1
polished-6-830.fasta	96.532	173	5	1	6.77e-76	285	AF115571.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Raphidascarididae;	g__Hysterothylacium;	s__auctum	AF115571.1
polished-6-830.fasta	96.532	173	5	1	6.77e-76	285	AB277826.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Raphidascarididae;	g__Hysterothylacium;	s__aduncum	AB277826.1
polished-6-830.fasta	95.954	173	6	1	3.15e-74	279	GPS_020161272.1	k__Metazoa;	p__Chordata;	c__Actinopteri;	o__Cyprinodontiformes;	f__Fundulidae;	g__Fundulus;	s__heteroclitus	GPS_020161272.1
polished-6-830.fasta	95.954	173	6	1	3.15e-74	279	EU740575.1	k__Eukaryota;	p__Eukaryota;	c__Eukaryota;	o__Eukaryota;	f__Eukaryota;	g__uncultured;	s__eukaryote	EU740575.1
#	BLASTN	2.9.0+
#	Query:	polished-6-83785.fasta
#	Database:	/mnt/d/parasite_18S/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	35	hits	found
polished-6-83785.fasta	97.794	136	2	1	1.91e-60	233	AACB03000031.1	k__Eukaryota;	p__Fornicata;	c__Fornicata;	o__Diplomonadida;	f__Hexamitidae;	g__Giardia;	s__intestinalis	AACB03000031.1
polished-6-83785.fasta	97.794	136	2	1	1.91e-60	233	AACB03000031.1	k__Eukaryota;	p__Fornicata;	c__Fornicata;	o__Diplomonadida;	f__Hexamitidae;	g__Giardia;	s__intestinalis	AACB03000031.1
polished-6-83785.fasta	97.794	136	2	1	1.91e-60	233	AACB03000009.1	k__Eukaryota;	p__Fornicata;	c__Fornicata;	o__Diplomonadida;	f__Hexamitidae;	g__Giardia;	s__intestinalis	AACB03000009.1
polished-6-83785.fasta	97.794	136	2	1	1.91e-60	233	AACB03000009.1	k__Eukaryota;	p__Fornicata;	c__Fornicata;	o__Diplomonadida;	f__Hexamitidae;	g__Giardia;	s__intestinalis	AACB03000009.1
polished-6-83785.fasta	95.652	138	5	1	1.49e-56	220	AF473852.1	k__Eukaryota;	p__Fornicata;	c__Fornicata;	o__Diplomonadida;	f__Hexamitidae;	g__Giardia;	s__intestinalis	AF473852.1
polished-6-83785.fasta	92.754	69	5	0	2.02e-20	100	GQ462997.1	k__Eukaryota;	p__Eukaryota;	c__Eukaryota;	o__Eukaryota;	f__Eukaryota;	g__uncultured;	s__eukaryote	GQ462997.1
polished-6-83785.fasta	92.754	69	5	0	2.02e-20	100	GQ462969.1	k__Eukaryota;	p__Eukaryota;	c__Eukaryota;	o__Eukaryota;	f__Eukaryota;	g__uncultured;	s__eukaryote	GQ462969.1
polished-6-83785.fasta	92.754	69	5	0	2.02e-20	100	GQ462961.1	k__Eukaryota;	p__Eukaryota;	c__Eukaryota;	o__Eukaryota;	f__Eukaryota;	g__uncultured;	s__eukaryote	GQ462961.1
polished-6-83785.fasta	92.754	69	5	0	2.02e-20	100	GQ462940.1	k__Eukaryota;	p__Eukaryota;	c__Eukaryota;	o__Eukaryota;	f__Eukaryota;	g__uncultured;	s__eukaryote	GQ462940.1
polished-6-83785.fasta	100.000	54	0	0	2.02e-20	100	AY277798.1	k__Eukaryota;	p__Discosea;	c__Flabellinia;	o__Dactylopodida;	f__Vexilliferidae;	g__Pseudoparamoeba;	s__pagei	AY277798.1
polished-6-83785.fasta	100.000	28	0	0	5.74e-06	52.8	AY277798.1	k__Eukaryota;	p__Discosea;	c__Flabellinia;	o__Dactylopodida;	f__Vexilliferidae;	g__Pseudoparamoeba;	s__pagei	AY277798.1
polished-6-83785.fasta	100.000	54	0	0	2.02e-20	100	AM168115.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Acytostelium;	s__anastomosans	AM168115.1
polished-6-83785.fasta	100.000	28	0	0	5.74e-06	52.8	AM168115.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Acytostelium;	s__anastomosans	AM168115.1
polished-6-83785.fasta	100.000	54	0	0	2.02e-20	100	AM168114.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Acytostelium;	s__digitatum	AM168114.1
polished-6-83785.fasta	100.000	28	0	0	5.74e-06	52.8	AM168114.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Acytostelium;	s__digitatum	AM168114.1
polished-6-83785.fasta	100.000	54	0	0	2.02e-20	100	AM168113.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Acytostelium;	s__serpentarium	AM168113.1
polished-6-83785.fasta	100.000	28	0	0	5.74e-06	52.8	AM168113.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Acytostelium;	s__serpentarium	AM168113.1
polished-6-83785.fasta	100.000	54	0	0	2.02e-20	100	AM168111.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Acytostelium;	s__leptosomum	AM168111.1
polished-6-83785.fasta	100.000	28	0	0	5.74e-06	52.8	AM168111.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Acytostelium;	s__leptosomum	AM168111.1
polished-6-83785.fasta	100.000	54	0	0	2.02e-20	100	AM168110.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Acytostelium;	s__subglobosum	AM168110.1
polished-6-83785.fasta	100.000	28	0	0	5.74e-06	52.8	AM168110.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Acytostelium;	s__subglobosum	AM168110.1
polished-6-83785.fasta	100.000	54	0	0	2.02e-20	100	AM168108.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Polysphondylium;	s__violaceum	AM168108.1
polished-6-83785.fasta	100.000	28	0	0	5.74e-06	52.8	AM168108.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Dictyosteliales;	f__Dictyosteliaceae;	g__Polysphondylium;	s__violaceum	AM168108.1
polished-6-83785.fasta	100.000	54	0	0	2.02e-20	100	AM168107.1	k__Eukaryota;	p__Evosea;	c__Eumycetozoa;	o__Acytosteliales;	f__Acytosteliaceae;	g__Heterostelium;	s__pseudocandidum	AM168107.1
